platform,problem_id,title,difficulty_raw,difficulty_band,accepted_count,submission_count,acceptance_rate,tags,paid_only,contest_id,irt_users,is_experimental
Codeforces,208E,Blood Cousins,2100.0,Hard,9147,,,"['binary search', 'data structures', 'dfs and similar', 'trees']",,,,
Codeforces,208D,"Prizes, Prizes, more Prizes",1200.0,Medium,8068,,,['implementation'],,,,
Codeforces,208C,Police Station,1900.0,Medium,2162,,,"['dp', 'graphs', 'shortest paths']",,,,
Codeforces,208B,Solitaire,1900.0,Medium,1504,,,"['dfs and similar', 'dp']",,,,
Codeforces,208A,Dubstep,900.0,Easy,106083,,,['strings'],,,,
Codeforces,207D9,The Beaver's Problem - 3,1800.0,Medium,99,,,[],,,,
Codeforces,207D8,The Beaver's Problem - 3,2300.0,Hard,101,,,[],,,,
Codeforces,207D7,The Beaver's Problem - 3,1600.0,Medium,113,,,[],,,,
Codeforces,207D6,The Beaver's Problem - 3,2100.0,Hard,90,,,[],,,,
Codeforces,207D5,The Beaver's Problem - 3,1600.0,Medium,157,,,[],,,,
Codeforces,207D4,The Beaver's Problem - 3,2100.0,Hard,174,,,[],,,,
Codeforces,207D3,The Beaver's Problem - 3,2000.0,Hard,149,,,[],,,,
Codeforces,207D2,The Beaver's Problem - 3,2000.0,Hard,118,,,[],,,,
Codeforces,207D10,The Beaver's Problem - 3,2100.0,Hard,87,,,[],,,,
Codeforces,207D1,The Beaver's Problem - 3,1800.0,Medium,125,,,[],,,,
Codeforces,207C3,Game with Two Trees,2700.0,Hard,164,,,['data structures'],,,,
Codeforces,207C2,Game with Two Trees,2200.0,Hard,105,,,[],,,,
Codeforces,207C1,Game with Two Trees,2100.0,Hard,137,,,[],,,,
Codeforces,207B3,Military Trainings,1700.0,Medium,217,,,[],,,,
Codeforces,207B2,Military Trainings,1900.0,Medium,240,,,[],,,,
Codeforces,207B1,Military Trainings,1600.0,Medium,361,,,[],,,,
Codeforces,207A3,Beaver's Calculator 1.0,2000.0,Hard,278,,,['greedy'],,,,
Codeforces,207A2,Beaver's Calculator 1.0,1800.0,Medium,306,,,['greedy'],,,,
Codeforces,207A1,Beaver's Calculator 1.0,1600.0,Medium,372,,,['greedy'],,,,
Codeforces,205B,Little Elephant and Sorting,1400.0,Medium,6489,,,"['brute force', 'greedy']",,,,
Codeforces,205A,Little Elephant and Rozdil,900.0,Easy,25403,,,"['brute force', 'implementation']",,,,
Codeforces,204E,Little Elephant and Strings,2800.0,Hard,1458,,,"['data structures', 'implementation', 'string suffix structures', 'two pointers']",,,,
Codeforces,204D,Little Elephant and Retro Strings,2400.0,Hard,641,,,['dp'],,,,
Codeforces,204C,Little Elephant and Furik and Rubik,2000.0,Hard,1250,,,"['math', 'probabilities']",,,,
Codeforces,204B,Little Elephant and Cards,1500.0,Medium,5937,,,"['binary search', 'data structures']",,,,
Codeforces,204A,Little Elephant and Interval,1500.0,Medium,6679,,,"['binary search', 'combinatorics', 'dp']",,,,
Codeforces,203E,Transportation,2300.0,Hard,314,,,"['greedy', 'sortings', 'two pointers']",,,,
Codeforces,203D,Hit Ball,1700.0,Medium,1516,,,"['geometry', 'implementation', 'math']",,,,
Codeforces,203C,Photographer,1400.0,Medium,6073,,,"['greedy', 'sortings']",,,,
Codeforces,203B,Game on Paper,1300.0,Medium,2793,,,"['brute force', 'implementation']",,,,
Codeforces,203A,Two Problems,1200.0,Medium,4438,,,"['brute force', 'implementation']",,,,
Codeforces,202B,Brand New Easy Problem,1700.0,Medium,859,,,['brute force'],,,,
Codeforces,202A,LLPS,800.0,Easy,19902,,,"['binary search', 'bitmasks', 'brute force', 'greedy', 'implementation', 'strings']",,,,
Codeforces,201E,Thoroughly Bureaucratic Organization,2600.0,Hard,487,,,"['binary search', 'combinatorics']",,,,
Codeforces,201D,Brand New Problem,2600.0,Hard,455,,,"['bitmasks', 'brute force', 'dp']",,,,
Codeforces,201C,Fragile Bridges,2000.0,Hard,1517,,,['dp'],,,,
Codeforces,201B,Guess That Car!,1800.0,Medium,1394,,,"['math', 'ternary search']",,,,
Codeforces,201A,Clear Symmetry,1700.0,Medium,3254,,,"['constructive algorithms', 'dp', 'math']",,,,
Codeforces,200E,Tractor College,2400.0,Hard,368,,,"['implementation', 'math', 'number theory', 'ternary search']",,,,
Codeforces,200D,Programming Language,1800.0,Medium,1056,,,"['binary search', 'brute force', 'expression parsing', 'implementation']",,,,
Codeforces,200C,Football Championship,1800.0,Medium,1111,,,"['brute force', 'implementation']",,,,
Codeforces,200B,Drinks,800.0,Easy,150559,,,"['implementation', 'math']",,,,
Codeforces,200A,Cinema,2400.0,Hard,738,,,"['brute force', 'data structures']",,,,
Codeforces,199B,Special Olympics,1900.0,Medium,879,,,['geometry'],,,,
Codeforces,199A,Hexadecimal's theorem,900.0,Easy,30506,,,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",,,,
Codeforces,198E,Gripping Story,2400.0,Hard,561,,,"['binary search', 'data structures', 'sortings']",,,,
Codeforces,198D,Cube Snake,2700.0,Hard,117,,,['constructive algorithms'],,,,
Codeforces,198C,Delivering Carcinogen,2400.0,Hard,428,,,"['binary search', 'geometry']",,,,
Codeforces,198B,Jumping on Walls,1400.0,Medium,5229,,,['shortest paths'],,,,
Codeforces,198A,About Bacteria,1700.0,Medium,3341,,,"['implementation', 'math']",,,,
Codeforces,197B,Limit,1400.0,Medium,4931,,,['math'],,,,
Codeforces,197A,Plate Game,1600.0,Medium,6875,,,"['constructive algorithms', 'games', 'math']",,,,
Codeforces,196E,Opening Portals,2600.0,Hard,1209,,,"['dsu', 'graphs', 'shortest paths']",,,,
Codeforces,196D,The Next Good String,2800.0,Hard,604,,,"['data structures', 'greedy', 'hashing', 'strings']",,,,
Codeforces,196C,Paint Tree,2200.0,Hard,1048,,,"['constructive algorithms', 'divide and conquer', 'geometry', 'sortings', 'trees']",,,,
Codeforces,196B,Infinite Maze,2000.0,Hard,2382,,,"['dfs and similar', 'graphs']",,,,
Codeforces,196A,Lexicographically Maximum Subsequence,1100.0,Easy,5857,,,"['greedy', 'strings']",,,,
Codeforces,195E,Building Forest,2000.0,Hard,867,,,"['data structures', 'dsu', 'graphs']",,,,
Codeforces,195D,Analyzing Polyline,1900.0,Medium,1138,,,"['geometry', 'math', 'sortings']",,,,
Codeforces,195C,Try and Catch,1800.0,Medium,1247,,,"['expression parsing', 'implementation']",,,,
Codeforces,195B,After Training,1300.0,Medium,5525,,,"['data structures', 'implementation', 'math']",,,,
Codeforces,195A,Let's Watch Football,1000.0,Easy,10184,,,"['binary search', 'brute force', 'math']",,,,
Codeforces,194B,Square,1200.0,Medium,4011,,,['math'],,,,
Codeforces,194A,Exams,900.0,Easy,10961,,,"['implementation', 'math']",,,,
Codeforces,193E,Fibonacci Number,2900.0,Hard,410,,,"['brute force', 'math', 'matrices']",,,,
Codeforces,193D,Two Segments,2900.0,Hard,609,,,['data structures'],,,,
Codeforces,193C,Hamming Distance,2400.0,Hard,619,,,"['constructive algorithms', 'greedy', 'math', 'matrices']",,,,
Codeforces,193B,Xor,2000.0,Hard,1158,,,['brute force'],,,,
Codeforces,193A,Cutting Figure,1700.0,Medium,4717,,,"['constructive algorithms', 'graphs', 'trees']",,,,
Codeforces,192B,Walking in the Rain,1100.0,Easy,6827,,,"['brute force', 'implementation']",,,,
Codeforces,192A,Funky Numbers,1300.0,Medium,11603,,,"['binary search', 'brute force', 'implementation']",,,,
Codeforces,191E,Thwarting Demonstrations,2200.0,Hard,961,,,"['binary search', 'data structures', 'trees']",,,,
Codeforces,191D,Metro Scheme,2700.0,Hard,392,,,"['graphs', 'greedy']",,,,
Codeforces,191C,Fools and Roads,1900.0,Medium,9466,,,"['data structures', 'dfs and similar', 'trees']",,,,
Codeforces,191B,Demonstration,1700.0,Medium,1104,,,['greedy'],,,,
Codeforces,191A,Dynasty Puzzles,1500.0,Medium,4584,,,['dp'],,,,
Codeforces,190E,Counter Attack,2100.0,Hard,1757,,,"['data structures', 'dsu', 'graphs', 'hashing', 'sortings']",,,,
Codeforces,190D,Non-Secret Cypher,1900.0,Medium,2685,,,['two pointers'],,,,
Codeforces,190C,STL,1500.0,Medium,3242,,,['dfs and similar'],,,,
Codeforces,190B,Surrounded,1800.0,Medium,3099,,,['geometry'],,,,
Codeforces,190A,Vasya and the Bus,1100.0,Easy,6274,,,"['greedy', 'math']",,,,
Codeforces,189B,Counting Rhombi,1300.0,Medium,4234,,,"['brute force', 'math']",,,,
Codeforces,189A,Cut Ribbon,1300.0,Medium,82088,,,"['brute force', 'dp']",,,,
Codeforces,188H,Stack,1800.0,Medium,692,,,"['*special', 'expression parsing', 'implementation']",,,,
Codeforces,188G,Array Sorting,1600.0,Medium,363,,,"['*special', 'implementation']",,,,
Codeforces,188F,Binary Notation,1400.0,Medium,348,,,"['*special', 'implementation']",,,,
Codeforces,188E,HQ9+,1400.0,Medium,557,,,"['*special', 'implementation']",,,,
Codeforces,188D,Asterisks,1100.0,Easy,755,,,"['*special', 'implementation']",,,,
Codeforces,188C,LCM,1400.0,Medium,518,,,"['*special', 'implementation', 'math']",,,,
Codeforces,188B,A + Reverse B,1300.0,Medium,809,,,"['*special', 'implementation']",,,,
Codeforces,188A,Hexagonal Numbers,1100.0,Easy,851,,,['*special'],,,,
Codeforces,187E,Heaven Tour,2900.0,Hard,118,,,"['data structures', 'greedy']",,,,
Codeforces,187D,BRT Contract ,2800.0,Hard,583,,,['data structures'],,,,
Codeforces,187C,Weak Memory,2000.0,Hard,1594,,,"['dfs and similar', 'dsu']",,,,
Codeforces,187B,AlgoRace,1800.0,Medium,2376,,,"['dp', 'shortest paths']",,,,
Codeforces,187A,Permutations,1500.0,Medium,3051,,,['greedy'],,,,
Codeforces,186B,Growing Mushrooms,1200.0,Medium,6203,,,"['greedy', 'sortings']",,,,
Codeforces,186A,Comparing Strings,1100.0,Easy,18572,,,"['implementation', 'strings']",,,,
Codeforces,185E,Soap Time! - 2,3000.0,Hard,173,,,"['binary search', 'data structures']",,,,
Codeforces,185D,Visit of the Great,2600.0,Hard,505,,,"['math', 'number theory']",,,,
Codeforces,185C,Clever Fat Rat,2500.0,Hard,151,,,['dp'],,,,
Codeforces,185B,Mushroom Scientists,1800.0,Medium,1797,,,"['math', 'ternary search']",,,,
Codeforces,185A,Plant,1300.0,Medium,6557,,,['math'],,,,
Codeforces,183E,Candy Shop,2900.0,Hard,186,,,['greedy'],,,,
Codeforces,183D,T-shirt,2700.0,Hard,484,,,"['dp', 'greedy', 'probabilities']",,,,
Codeforces,183C,Cyclic Coloring,2200.0,Hard,728,,,['dfs and similar'],,,,
Codeforces,183B,Zoo,1700.0,Medium,855,,,"['brute force', 'geometry']",,,,
Codeforces,183A,Headquarters,1700.0,Medium,670,,,"['constructive algorithms', 'math']",,,,
Codeforces,182E,Wooden Fence,1800.0,Medium,1682,,,['dp'],,,,
Codeforces,182D,Common Divisors,1400.0,Medium,9311,,,"['brute force', 'hashing', 'implementation', 'math', 'strings']",,,,
Codeforces,182C,Optimal Sum,2000.0,Hard,826,,,"['data structures', 'greedy']",,,,
Codeforces,182B,Vasya's Calendar,1000.0,Easy,7389,,,['implementation'],,,,
Codeforces,182A,Battlefield,2200.0,Hard,350,,,"['geometry', 'graphs', 'implementation', 'shortest paths']",,,,
Codeforces,181B,Number of Triplets,1300.0,Medium,3544,,,"['binary search', 'brute force']",,,,
Codeforces,181A,Series of Crimes,800.0,Easy,8885,,,"['brute force', 'geometry', 'implementation']",,,,
Codeforces,180F,Mathematical Analysis Rocks!,1200.0,Medium,2866,,,"['constructive algorithms', 'implementation', 'math']",,,,
Codeforces,180E,Cubes,1800.0,Medium,2080,,,"['binary search', 'dp', 'two pointers']",,,,
Codeforces,180D,Name,1900.0,Medium,815,,,"['greedy', 'strings']",,,,
Codeforces,180C,Letter,1400.0,Medium,8614,,,['dp'],,,,
Codeforces,180B,Divisibility Rules,2300.0,Hard,468,,,"['math', 'number theory']",,,,
Codeforces,180A,Defragmentation,1800.0,Medium,598,,,['implementation'],,,,
Codeforces,178F3,Representative Sampling,2500.0,Hard,487,,,[],,,,
Codeforces,178F2,Representative Sampling,2200.0,Hard,387,,,"['dp', 'sortings', 'strings']",,,,
Codeforces,178F1,Representative Sampling,1800.0,Medium,463,,,[],,,,
Codeforces,178E3,The Beaver's Problem - 2,2300.0,Hard,216,,,[],,,,
Codeforces,178E2,The Beaver's Problem - 2,2000.0,Hard,243,,,[],,,,
Codeforces,178E1,The Beaver's Problem - 2,1900.0,Medium,316,,,[],,,,
Codeforces,178D3,Magic Squares,2100.0,Hard,271,,,[],,,,
Codeforces,178D2,Magic Squares,1900.0,Medium,327,,,[],,,,
Codeforces,178D1,Magic Squares,1500.0,Medium,738,,,[],,,,
Codeforces,178C3,Smart Beaver and Resolving Collisions,2000.0,Hard,360,,,[],,,,
Codeforces,178C2,Smart Beaver and Resolving Collisions,1900.0,Medium,342,,,[],,,,
Codeforces,178C1,Smart Beaver and Resolving Collisions,1600.0,Medium,589,,,[],,,,
Codeforces,178B3,Greedy Merchants,1800.0,Medium,1573,,,[],,,,
Codeforces,178B2,Greedy Merchants,1600.0,Medium,776,,,[],,,,
Codeforces,178B1,Greedy Merchants,1600.0,Medium,872,,,[],,,,
Codeforces,178A3,Educational Game,1100.0,Easy,1621,,,['greedy'],,,,
Codeforces,178A2,Educational Game,1000.0,Easy,1867,,,['greedy'],,,,
Codeforces,178A1,Educational Game,1000.0,Easy,1843,,,[],,,,
Codeforces,177G2,Fibonacci Strings,2600.0,Hard,248,,,"['matrices', 'strings']",,,,
Codeforces,177G1,Fibonacci Strings,2400.0,Hard,229,,,['strings'],,,,
Codeforces,177F2,Script Generation,2300.0,Hard,242,,,[],,,,
Codeforces,177F1,Script Generation,1800.0,Medium,367,,,[],,,,
Codeforces,177E2,Space Voyage,1900.0,Medium,504,,,['binary search'],,,,
Codeforces,177E1,Space Voyage,1700.0,Medium,714,,,['binary search'],,,,
Codeforces,177D2,Encrypting Messages,1500.0,Medium,2728,,,['data structures'],,,,
Codeforces,177D1,Encrypting Messages,1200.0,Medium,2766,,,['brute force'],,,,
Codeforces,177C2,Party,1500.0,Medium,3055,,,"['brute force', 'dfs and similar', 'dsu', 'graphs']",,,,
Codeforces,177C1,Party,1500.0,Medium,3029,,,"['dfs and similar', 'dsu', 'graphs']",,,,
Codeforces,177B2,Rectangular Game,1200.0,Medium,3384,,,['number theory'],,,,
Codeforces,177B1,Rectangular Game,1000.0,Easy,5133,,,['number theory'],,,,
Codeforces,177A2,Good Matrix Elements,800.0,Easy,8648,,,['implementation'],,,,
Codeforces,177A1,Good Matrix Elements,800.0,Easy,11569,,,['implementation'],,,,
Codeforces,176E,Archaeology,3100.0,Hard,1537,,,"['data structures', 'dfs and similar', 'trees']",,,,
Codeforces,176D,Hyper String,2500.0,Hard,384,,,['dp'],,,,
Codeforces,176C,Playing with Superglue,2000.0,Hard,535,,,"['combinatorics', 'constructive algorithms']",,,,
Codeforces,176B,Word Cut,1700.0,Medium,2400,,,['dp'],,,,
Codeforces,176A,Trading Business,1200.0,Medium,1826,,,"['greedy', 'sortings']",,,,
Codeforces,175F,Gnomes of Might and Magic,3000.0,Hard,70,,,"['data structures', 'graphs', 'implementation', 'shortest paths']",,,,
Codeforces,175E,Power Defence,2600.0,Hard,288,,,"['brute force', 'dp', 'geometry', 'greedy']",,,,
Codeforces,175D,Plane of Tanks: Duel,2400.0,Hard,321,,,"['brute force', 'dp', 'math', 'probabilities']",,,,
Codeforces,175C,Geometry Horse,1600.0,Medium,1527,,,"['greedy', 'implementation', 'sortings', 'two pointers']",,,,
Codeforces,175B,Plane of Tanks: Pro,1400.0,Medium,1591,,,['implementation'],,,,
Codeforces,175A,Robot Bicorn Attack,1400.0,Medium,2563,,,"['brute force', 'implementation']",,,,
Codeforces,174C,Range Increments,1800.0,Medium,1264,,,"['data structures', 'greedy']",,,,
Codeforces,174B,File List,1400.0,Medium,2535,,,"['dp', 'greedy', 'implementation']",,,,
Codeforces,174A,Problem About Equation,1100.0,Easy,3344,,,['math'],,,,
Codeforces,173E,Camping Groups,2600.0,Hard,649,,,"['data structures', 'sortings']",,,,
Codeforces,173D,Deputies,2500.0,Hard,290,,,"['constructive algorithms', 'graphs', 'greedy', 'implementation']",,,,
Codeforces,173C,Spiral Maximum,1900.0,Medium,1118,,,"['brute force', 'dp']",,,,
Codeforces,173B,Chamber of Secrets,1800.0,Medium,4072,,,"['dfs and similar', 'shortest paths']",,,,
Codeforces,173A,Rock-Paper-Scissors,1300.0,Medium,2536,,,"['implementation', 'math']",,,,
Codeforces,172E,BHTML+BCSS,2200.0,Hard,284,,,"['*special', 'dfs and similar', 'expression parsing']",,,,
Codeforces,172D,Calendar Reform,1500.0,Medium,1525,,,"['*special', 'number theory']",,,,
Codeforces,172C,Bus,1500.0,Medium,1259,,,"['*special', 'implementation', 'sortings']",,,,
Codeforces,172B,Pseudorandom Sequence Period,1200.0,Medium,3169,,,"['*special', 'implementation', 'number theory']",,,,
Codeforces,172A,Phone Code,800.0,Easy,7592,,,"['*special', 'brute force', 'implementation']",,,,
Codeforces,171H,A polyline,1700.0,Medium,339,,,"['*special', 'implementation']",,,,
Codeforces,171G,Mysterious numbers - 2,1600.0,Medium,1068,,,['*special'],,,,
Codeforces,171F,ucyhf,1600.0,Medium,1489,,,"['*special', 'brute force', 'implementation', 'number theory']",,,,
Codeforces,171E,MYSTERIOUS LANGUAGE,2000.0,Hard,1610,,,['*special'],,,,
Codeforces,171D,Broken checker,1300.0,Medium,2820,,,"['*special', 'brute force']",,,,
Codeforces,171C,A Piece of Cake,2000.0,Hard,1233,,,"['*special', 'implementation']",,,,
Codeforces,171B,Star,1300.0,Medium,4790,,,"['*special', 'combinatorics']",,,,
Codeforces,171A,Mysterious numbers - 1,1200.0,Medium,5106,,,"['*special', 'constructive algorithms']",,,,
Codeforces,169B,Replacing Digits,1100.0,Easy,3744,,,['greedy'],,,,
Codeforces,169A,Chores,800.0,Easy,8229,,,['sortings'],,,,
Codeforces,168B,Wizards and Minimal Spell,1700.0,Medium,1314,,,"['implementation', 'strings']",,,,
Codeforces,168A,Wizards and Demonstration,900.0,Easy,11569,,,"['implementation', 'math']",,,,
Codeforces,167E,Wizards and Bets,2900.0,Hard,676,,,"['dfs and similar', 'graphs', 'math', 'matrices']",,,,
Codeforces,167D,Wizards and Roads,3000.0,Hard,219,,,"['data structures', 'divide and conquer', 'graph matchings', 'graphs', 'greedy']",,,,
Codeforces,167C,Wizards and Numbers,2300.0,Hard,744,,,"['games', 'math']",,,,
Codeforces,167B,Wizards and Huge Prize,1800.0,Medium,2500,,,"['dp', 'math', 'probabilities']",,,,
Codeforces,167A,Wizards and Trolleybuses,1600.0,Medium,2193,,,"['implementation', 'math']",,,,
Codeforces,166E,Tetrahedron,1500.0,Medium,25963,,,"['dp', 'math', 'matrices']",,,,
Codeforces,166D,Shoe Store,2500.0,Hard,394,,,"['dp', 'graph matchings', 'greedy', 'sortings', 'two pointers']",,,,
Codeforces,166C,Median,1500.0,Medium,7578,,,"['greedy', 'math', 'sortings']",,,,
Codeforces,166B,Polygons,2100.0,Hard,3076,,,"['geometry', 'sortings']",,,,
Codeforces,166A,Rank List,1100.0,Easy,21208,,,"['binary search', 'implementation', 'sortings']",,,,
Codeforces,165E,Compatible Numbers,2200.0,Hard,9542,,,"['bitmasks', 'brute force', 'dfs and similar', 'dp']",,,,
Codeforces,165D,Beard Graph,2100.0,Hard,1939,,,"['data structures', 'dsu', 'trees']",,,,
Codeforces,165C,Another Problem on Strings,1600.0,Medium,13920,,,"['binary search', 'brute force', 'dp', 'math', 'strings', 'two pointers']",,,,
Codeforces,165B,Burning Midnight Oil,1500.0,Medium,23229,,,"['binary search', 'implementation']",,,,
Codeforces,165A,Supercentral Point,1000.0,Easy,26443,,,['implementation'],,,,
Codeforces,164E,Polycarpus and Tasks,3100.0,Hard,74,,,[],,,,
Codeforces,164D,Minimum Diameter,3100.0,Hard,276,,,"['binary search', 'brute force']",,,,
Codeforces,164C,Machine Programming,2400.0,Hard,985,,,"['flows', 'graphs']",,,,
Codeforces,164B,Ancient Berland Hieroglyphs,2000.0,Hard,532,,,['two pointers'],,,,
Codeforces,164A,"Variable, or There and Back Again",1700.0,Medium,1208,,,"['dfs and similar', 'graphs']",,,,
Codeforces,163E,e-Government,2800.0,Hard,2231,,,"['data structures', 'dfs and similar', 'dp', 'strings', 'trees']",,,,
Codeforces,163D,Large Refrigerator,2900.0,Hard,572,,,['brute force'],,,,
Codeforces,163C,Conveyor,2100.0,Hard,616,,,"['sortings', 'two pointers']",,,,
Codeforces,163B,Lemmings,2000.0,Hard,1186,,,['binary search'],,,,
Codeforces,163A,Substring and Subsequence,1700.0,Medium,3013,,,['dp'],,,,
Codeforces,162J,Brackets,1800.0,Medium,104,,,['*special'],,,,
Codeforces,162I,Truncatable primes,2000.0,Hard,97,,,['*special'],,,,
Codeforces,162H,Alternating case,1800.0,Medium,227,,,['*special'],,,,
Codeforces,162G,Non-decimal sum,2000.0,Hard,89,,,['*special'],,,,
Codeforces,162F,Factorial zeros,1800.0,Medium,231,,,['*special'],,,,
Codeforces,162E,HQ9+,1800.0,Medium,187,,,['*special'],,,,
Codeforces,162D,Remove digits,1900.0,Medium,233,,,['*special'],,,,
Codeforces,162C,Prime factorization,1800.0,Medium,1409,,,['*special'],,,,
Codeforces,162B,Binary notation,1800.0,Medium,328,,,['*special'],,,,
Codeforces,162A,Pentagonal numbers,1100.0,Easy,844,,,"['*special', 'implementation']",,,,
Codeforces,161E,Polycarpus the Safecracker,2500.0,Hard,509,,,"['brute force', 'dp']",,,,
Codeforces,161D,Distance in Tree,1800.0,Medium,19580,,,"['dfs and similar', 'dp', 'trees']",,,,
Codeforces,161C,Abracadabra,2400.0,Hard,696,,,['divide and conquer'],,,,
Codeforces,161B,Discounts,1700.0,Medium,2097,,,"['constructive algorithms', 'greedy', 'sortings']",,,,
Codeforces,161A,Dress'em in Vests!,1300.0,Medium,5509,,,"['binary search', 'brute force', 'greedy', 'two pointers']",,,,
Codeforces,160E,Buses and People,2400.0,Hard,687,,,"['binary search', 'data structures', 'sortings']",,,,
Codeforces,160D,Edges in MST,2300.0,Hard,3397,,,"['dfs and similar', 'dsu', 'graphs', 'sortings']",,,,
Codeforces,160C,Find Pair,1700.0,Medium,3733,,,"['implementation', 'math', 'sortings']",,,,
Codeforces,160B,Unlucky Ticket,1100.0,Easy,15685,,,"['greedy', 'sortings']",,,,
Codeforces,160A,Twins,900.0,Easy,145759,,,"['greedy', 'sortings']",,,,
Codeforces,159E,Zebra Tower,1700.0,Medium,1099,,,"['*special', 'data structures', 'greedy', 'sortings']",,,,
Codeforces,159D,Palindrome pairs,1500.0,Medium,4696,,,"['*special', 'brute force', 'dp', 'strings']",,,,
Codeforces,159C,String Manipulation 1.0,1400.0,Medium,3210,,,"['*special', 'binary search', 'brute force', 'data structures', 'strings']",,,,
Codeforces,159B,Matchmaker,1100.0,Easy,4192,,,"['*special', 'greedy', 'sortings']",,,,
Codeforces,159A,Friends or Not,1400.0,Medium,2664,,,"['*special', 'greedy', 'implementation']",,,,
Codeforces,158E,Phone Talks,1900.0,Medium,1543,,,"['*special', 'dp', 'sortings']",,,,
Codeforces,158D,Ice Sculptures,1300.0,Medium,6523,,,"['*special', 'brute force', 'number theory']",,,,
Codeforces,158C,Cd and pwd commands,1400.0,Medium,10464,,,"['*special', 'data structures', 'implementation']",,,,
Codeforces,158B,Taxi,1100.0,Easy,105078,,,"['*special', 'greedy', 'implementation']",,,,
Codeforces,158A,Next Round,800.0,Easy,325471,,,"['*special', 'implementation']",,,,
Codeforces,157B,Trace,1000.0,Easy,14239,,,"['geometry', 'sortings']",,,,
Codeforces,157A,Game Outcome,800.0,Easy,8673,,,['brute force'],,,,
Codeforces,156E,Mrs. Hudson's Pancakes,3000.0,Hard,178,,,"['brute force', 'dp']",,,,
Codeforces,156D,Clues,2500.0,Hard,2080,,,"['combinatorics', 'graphs']",,,,
Codeforces,156C,Cipher,2000.0,Hard,2651,,,"['combinatorics', 'dp']",,,,
Codeforces,156B,Suspects,1600.0,Medium,2456,,,"['constructive algorithms', 'data structures', 'implementation']",,,,
Codeforces,156A,Message,1700.0,Medium,3274,,,['brute force'],,,,
Codeforces,155B,Combination,1100.0,Easy,10981,,,"['greedy', 'sortings']",,,,
Codeforces,155A,I_love_\%username\%,800.0,Easy,94774,,,['brute force'],,,,
Codeforces,154E,Martian Colony,3000.0,Hard,113,,,['geometry'],,,,
Codeforces,154D,Flatland Fencing,2400.0,Hard,490,,,"['games', 'math']",,,,
Codeforces,154C,Double Profiles,2300.0,Hard,3341,,,"['graphs', 'hashing', 'sortings']",,,,
Codeforces,154B,Colliders,1600.0,Medium,6198,,,"['math', 'number theory']",,,,
Codeforces,154A,Hometask,1600.0,Medium,4335,,,['greedy'],,,,
Codeforces,153E,Euclidean Distance,2100.0,Hard,84,,,['*special'],,,,
Codeforces,153D,Date Change,2000.0,Hard,90,,,['*special'],,,,
Codeforces,153C,Caesar Cipher,2200.0,Hard,415,,,['*special'],,,,
Codeforces,153B,Binary notation,1800.0,Medium,168,,,['*special'],,,,
Codeforces,153A,A + B,1600.0,Medium,949,,,['*special'],,,,
Codeforces,152E,Garden,2500.0,Hard,574,,,"['bitmasks', 'dp', 'graphs', 'trees']",,,,
Codeforces,152D,Frames,2600.0,Hard,260,,,['brute force'],,,,
Codeforces,152C,Pocket Book,1400.0,Medium,11682,,,['combinatorics'],,,,
Codeforces,152B,Steps,1300.0,Medium,7425,,,"['binary search', 'implementation']",,,,
Codeforces,152A,Marks,900.0,Easy,18712,,,['implementation'],,,,
Codeforces,151B,Phone Numbers,1200.0,Medium,6887,,,"['implementation', 'strings']",,,,
Codeforces,151A,Soft Drinking,800.0,Easy,96157,,,"['implementation', 'math']",,,,
Codeforces,150E,Freezing with Style,3000.0,Hard,1042,,,"['binary search', 'data structures', 'divide and conquer', 'trees']",,,,
Codeforces,150D,Mission Impassable,2600.0,Hard,740,,,"['dp', 'strings']",,,,
Codeforces,150C,Smart Cheater,2200.0,Hard,748,,,"['data structures', 'math', 'probabilities']",,,,
Codeforces,150B,Quantity of Strings,1600.0,Medium,5378,,,"['combinatorics', 'dfs and similar', 'graphs', 'math']",,,,
Codeforces,150A,Win or Freeze,1400.0,Medium,8630,,,"['games', 'math', 'number theory']",,,,
Codeforces,149E,Martian Strings,2300.0,Hard,2536,,,"['string suffix structures', 'strings']",,,,
Codeforces,149D,Coloring Brackets,1900.0,Medium,4698,,,['dp'],,,,
Codeforces,149C,Division into Teams,1500.0,Medium,5756,,,"['greedy', 'math', 'sortings']",,,,
Codeforces,149B,Martian Clock,1600.0,Medium,2401,,,['implementation'],,,,
Codeforces,149A,Business trip,900.0,Easy,46430,,,"['greedy', 'implementation', 'sortings']",,,,
Codeforces,148E,Porcelain,1900.0,Medium,4931,,,['dp'],,,,
Codeforces,148D,Bag of mice,1800.0,Medium,9142,,,"['dp', 'games', 'math', 'probabilities']",,,,
Codeforces,148C,Terse princess,1700.0,Medium,3387,,,"['constructive algorithms', 'greedy']",,,,
Codeforces,148B,Escape,1500.0,Medium,6040,,,"['implementation', 'math']",,,,
Codeforces,148A,Insomnia cure,800.0,Easy,113692,,,"['constructive algorithms', 'implementation', 'math']",,,,
Codeforces,147B,Smile House,2500.0,Hard,930,,,"['binary search', 'graphs', 'matrices']",,,,
Codeforces,147A,Punctuation,1300.0,Medium,4260,,,"['implementation', 'strings']",,,,
Codeforces,146B,Lucky Mask,1300.0,Medium,4986,,,"['brute force', 'implementation']",,,,
Codeforces,146A,Lucky Ticket,800.0,Easy,17178,,,['implementation'],,,,
